mark,model,version,version_production_years,version_doors,version_body_type,specific_version,year,segment,transmission_full,transmission_short,engine_type,fuel_type,engine_capacity (cc),turbo,urban_consumption (l/100km),extra_urban_consumption (l/100km),combined_consumption (l/100km),co2_emission (g/km),weight,start/stop_system (yes/no)
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2011 BMW 325d Luxury Line ,2011,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,2993,"yes, with intercooler","7,3 ","4,8 ",,151,1500,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2011 BMW 325d Luxury Line ,2011,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","7,9 ","5,1 ",,160,1510,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2011 BMW 325d M Sport Edition ,2011,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,2993,"yes, with intercooler","7,3 ","4,8 ",,151,1500,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2011 BMW 325d M Sport Edition ,2011,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","7,9 ","5,1 ",,160,1510,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2011 BMW 330d Luxury Line ,2011,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,2993,"yes, with intercooler","7,3 ","4,8 ",,152,1510,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2011 BMW 330d Luxury Line ,2011,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","8,0 ","5,2 ",,164,1525,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2011 BMW 330d M Sport Edition ,2011,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,2993,"yes, with intercooler","7,3 ","4,8 ",,152,1510,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2011 BMW 330d M Sport Edition ,2011,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","8,0 ","5,2 ",,164,1525,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2011 BMW 330d XDrive Luxury Line ,2011,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,2993,"yes, with intercooler","8,3 ","5,5 ",,171,1610,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2011 BMW 330d XDrive Luxury Line ,2011,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","8,8 ","5,7 ",,178,1625,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2011 BMW 330d XDrive M Sport Edition ,2011,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,2993,"yes, with intercooler","8,3 ","5,5 ",,171,1610,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2011 BMW 330d XDrive M Sport Edition ,2011,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","8,8 ","5,7 ",,178,1625,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2011 BMW 335d Luxury Line ,2011,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","9,0 ","5,2 ",,174,1555,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2011 BMW 335d M Sport Edition ,2011,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","9,0 ","5,2 ",,174,1555,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2011 BMW 316i Luxury Line ,2011,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1597,no,"7,7 ","4,9 ",,146,1325,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2011 BMW 316i M Sport Edition ,2011,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1597,no,"7,7 ","4,9 ",,146,1325,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2011 BMW 318i Corporate Lease Luxury Line ,2011,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1995,no,"8,1 ","5,3 ",,146,1335,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2011 BMW 318i Corporate Lease Luxury Line ,2011,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,1995,no,"8,7 ","5,4 ",,155,1365,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2011 BMW 318i Corporate Lease M Sport Edition ,2011,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1995,no,"8,1 ","5,3 ",,146,1335,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2011 BMW 318i Corporate Lease M Sport Edition ,2011,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,1995,no,"8,7 ","5,4 ",,155,1365,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2011 BMW 318i Luxury Line ,2011,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1995,no,"8,1 ","5,3 ",,146,1335,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2011 BMW 318i Luxury Line ,2011,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,1995,no,"8,7 ","5,4 ",,155,1365,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2011 BMW 318i M Sport Edition ,2011,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1995,no,"8,1 ","5,3 ",,146,1335,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2011 BMW 318i M Sport Edition ,2011,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,1995,no,"8,7 ","5,4 ",,155,1365,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2011 BMW 320i Luxury Line ,2011,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1995,no,"8,3 ","5,3 ",,148,1345,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2011 BMW 320i Luxury Line ,2011,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,1995,no,"9,3 ","5,3 ",,159,1375,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2011 BMW 320i M Sport Edition ,2011,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1995,no,"8,3 ","5,3 ",,148,1345,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2011 BMW 320i M Sport Edition ,2011,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,1995,no,"9,3 ","5,3 ",,159,1375,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 325i Business Line ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2996,no,"9,8 ","5,7 ",,168,1405,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 325i Business Line ,2010,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2996,no,"10,0 ","5,9 ",,174,1435,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 325i XDrive Business Line ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2996,no,"11,0 ","6,4 ",,188,1515,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 325i XDrive Business Line ,2010,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2996,no,"11,1 ","6,5 ",,192,1535,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 330i Business Line ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2996,no,"10,0 ","5,9 ",,173,1455,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 330i Business Line ,2010,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2996,no,"10,2 ","5,9 ",,175,1470,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 330i XDrive Business Line ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2996,no,"11,1 ","6,5 ",,191,1555,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 330i XDrive Business Line ,2010,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2996,no,"11,2 ","6,6 ",,193,1570,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 335i Business Line ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2979,"yes, with intercooler","12,0 ","6,3 ",,196,1510,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 335i Business Line ,2010,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2979,"yes, with intercooler","12,6 ","6,5 ",,202,1525,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 335i XDrive Business Line ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2979,"yes, with intercooler","12,4 ","6,7 ",,205,1620,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 335i XDrive Business Line ,2010,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2979,"yes, with intercooler","13,1 ","6,8 ",,212,1635,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 318d Corporate Lease Business Line ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,4 ","4,0 ",,119,1405,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 318d Corporate Lease Business Line ,2010,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","6,8 ","4,4 ",,140,1405,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 318d Business Line ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,4 ","4,0 ",,119,1405,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 318d Business Line ,2010,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","6,8 ","4,4 ",,140,1405,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 320d EfficientDynamics Edition ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,0 ","3,6 ",,109,1395,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 320d EfficientDynamics Edition Business Line ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,0 ","3,6 ",,109,1395,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 320d ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,9 ","4,0 ",,125,1405,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 320d ,2010,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","6,8 ","4,4 ",,140,1420,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 320d Business Line ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,9 ","4,0 ",,125,1405,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 320d Business Line ,2010,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","6,8 ","4,4 ",,140,1420,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 320d High Executive ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,9 ","4,0 ",,125,1405,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 320d High Executive ,2010,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","6,8 ","4,4 ",,140,1420,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 320d BluePerformance ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,9 ","4,0 ",,125,1405,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 320d BluePerformance Business Line ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,9 ","4,0 ",,125,1405,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 320d BluePerformance High Executive ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,9 ","4,0 ",,125,1405,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 320d XDrive ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","6,4 ","4,5 ",,137,1500,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 320d XDrive ,2010,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","7,2 ","4,8 ",,150,1515,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 320d XDrive Business Line ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","6,4 ","4,5 ",,137,1500,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 320d XDrive Business Line ,2010,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","7,2 ","4,8 ",,150,1515,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 320d XDrive High Executive ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","6,4 ","4,5 ",,137,1500,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 320d XDrive High Executive ,2010,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","7,2 ","4,8 ",,150,1515,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 325d ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,2993,"yes, with intercooler","7,3 ","4,8 ",,151,1500,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 325d ,2010,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","7,9 ","5,1 ",,160,1510,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 325d Business Line ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,2993,"yes, with intercooler","7,3 ","4,8 ",,151,1500,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 325d Business Line ,2010,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","7,9 ","5,1 ",,160,1510,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 325d High Executive ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,2993,"yes, with intercooler","7,3 ","4,8 ",,151,1500,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 325d High Executive ,2010,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","7,9 ","5,1 ",,160,1510,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 330d Business Line ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,2993,"yes, with intercooler","7,3 ","4,8 ",,152,1510,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 330d Business Line ,2010,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","8,0 ","5,2 ",,164,1525,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 330d BluePerformance Business Line ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,2993,"yes, with intercooler","7,3 ","4,8 ",,152,1610,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 330d XDrive Business Line ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,2993,"yes, with intercooler","8,3 ","5,5 ",,171,1610,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 330d XDrive Business Line ,2010,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","8,8 ","5,7 ",,178,1625,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 335d Business Line ,2010,d (mid-size),6 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","9,0 ","5,2 ",,174,1555,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 316i Business Line ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1597,no,"7,7 ","4,9 ",,146,1325,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 318i Corporate Lease ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1995,no,"8,1 ","5,3 ",,146,1335,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 318i Corporate Lease ,2010,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,1995,no,"8,7 ","5,4 ",,155,1365,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 318i Corporate Lease Business Line ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1995,no,"8,1 ","5,3 ",,146,1335,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 318i Corporate Lease Business Line ,2010,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,1995,no,"8,7 ","5,4 ",,155,1365,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 318i Corporate Lease High Executive ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1995,no,"8,1 ","5,3 ",,146,1335,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 318i Corporate Lease High Executive ,2010,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,1995,no,"8,7 ","5,4 ",,155,1365,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 318i Business Line ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1995,no,"8,1 ","5,3 ",,146,1335,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 318i Business Line ,2010,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,1995,no,"8,7 ","5,4 ",,155,1365,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 320i Business Line ,2010,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1995,no,"8,3 ","5,3 ",,148,1345,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2010 BMW 320i Business Line ,2010,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,1995,no,"9,3 ","5,3 ",,159,1375,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 325i ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2996,no,"9,8 ","5,7 ",,168,1405,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 325i ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2996,no,"10,0 ","5,9 ",,174,1435,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 325i Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2996,no,"9,8 ","5,7 ",,168,1405,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 325i Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2996,no,"10,0 ","5,9 ",,174,1435,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 325i High Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2996,no,"9,8 ","5,7 ",,168,1405,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 325i High Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2996,no,"10,0 ","5,9 ",,174,1435,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 325i XDrive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2996,no,"11,0 ","6,4 ",,188,1515,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 325i XDrive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2996,no,"11,1 ","6,5 ",,192,1535,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 325i XDrive Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2996,no,"11,0 ","6,4 ",,188,1515,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 325i XDrive Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2996,no,"11,1 ","6,5 ",,192,1535,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 325i XDrive High Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2996,no,"11,0 ","6,4 ",,188,1515,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 325i XDrive High Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2996,no,"11,1 ","6,5 ",,192,1535,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 330i ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2996,no,"10,0 ","5,9 ",,173,1455,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 330i ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2996,no,"10,2 ","5,9 ",,175,1470,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 330i Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2996,no,"10,0 ","5,9 ",,173,1455,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 330i Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2996,no,"10,2 ","5,9 ",,175,1470,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 330i High Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2996,no,"10,0 ","5,9 ",,173,1455,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 330i High Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2996,no,"10,2 ","5,9 ",,175,1470,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 330i XDrive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2996,no,"11,1 ","6,5 ",,191,1555,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 330i XDrive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2996,no,"11,2 ","6,6 ",,193,1570,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 330i XDrive Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2996,no,"11,1 ","6,5 ",,191,1555,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 330i XDrive Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2996,no,"11,2 ","6,6 ",,193,1570,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 330i XDrive High Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2996,no,"11,1 ","6,5 ",,191,1555,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 330i XDrive High Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2996,no,"11,2 ","6,6 ",,193,1570,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 335i ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2979,"yes, with intercooler","12,0 ","6,3 ",,196,1510,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 335i ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2979,"yes, with intercooler","12,6 ","6,5 ",,202,1525,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 335i Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2979,"yes, with intercooler","13,2 ","6,7 ",,218,1510,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 335i Executive ,2008,d (mid-size),6 speed automatic,Automatic,fuel engine,gasoline,2979,"yes, with intercooler","13,1 ","6,9 ",,221,1525,yes
BMW,BMW 3-series,"2008-2012,4doors,sedan",2008-2012,4doors,sedan,2008 BMW 335i High Executive ,2008,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2979,"yes, with intercooler","12,0 ","6,3 ",,196,1510,yes
